               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11306,            0.014355,            0.073772,           0.0051285,               0.275,             0.01147,           0.0015742,            0.098415,            0.010446,            0.075706,              0.0982,              0.0002,              0.0002
